carnet,nombre,carrera,departamento,promedio
EST048242,Estudiante 48242,Ingeniería de Sistemas,Santa Ana,6.96
EST048243,Estudiante 48243,Contaduria,La Libertad,8.74
EST048244,Estudiante 48244,Ingeniería Industrial,La Libertad,7.53
EST048245,Estudiante 48245,Contaduria,La Libertad,6.96
EST048246,Estudiante 48246,Arquitectura,Sonsonate,7.32
EST048247,Estudiante 48247,Ingeniería de Sistemas,Sonsonate,6.45
EST048248,Estudiante 48248,Contaduria,San Salvador,5.08
EST048249,Estudiante 48249,Contaduria,La Libertad,8.42
EST048250,Estudiante 48250,Ingeniería de Sistemas,La Libertad,8.38
EST048251,Estudiante 48251,Contaduria,San Salvador,8.97
EST048252,Estudiante 48252,Contaduria,La Libertad,9.91
EST048253,Estudiante 48253,Arquitectura,La Libertad,9.17
EST048254,Estudiante 48254,Arquitectura,Sonsonate,7.97
EST048255,Estudiante 48255,Ingeniería Industrial,La Libertad,5.93
EST048256,Estudiante 48256,Arquitectura,Santa Ana,5.12
EST048257,Estudiante 48257,Ingeniería Industrial,Sonsonate,6.37
EST048258,Estudiante 48258,Ingeniería Industrial,San Salvador,7.99
EST048259,Estudiante 48259,Contaduria,Santa Ana,7.75
EST048260,Estudiante 48260,Arquitectura,San Salvador,9.2
EST048261,Estudiante 48261,Ingeniería de Sistemas,San Salvador,7.35
EST048262,Estudiante 48262,Administracion,San Miguel,8.05
EST048263,Estudiante 48263,Ingeniería Industrial,San Salvador,8.15
EST048264,Estudiante 48264,Contaduria,San Salvador,7.92
EST048265,Estudiante 48265,Ingeniería Industrial,Sonsonate,9.59
EST048266,Estudiante 48266,Administracion,San Salvador,9.55
EST048267,Estudiante 48267,Administracion,La Libertad,8.7
EST048268,Estudiante 48268,Ingeniería Industrial,San Salvador,6.71
EST048269,Estudiante 48269,Administracion,La Libertad,9.77
EST048270,Estudiante 48270,Ingeniería de Sistemas,San Miguel,9.76
EST048271,Estudiante 48271,Ingeniería de Sistemas,Sonsonate,5.89
EST048272,Estudiante 48272,Arquitectura,San Salvador,6.54
EST048273,Estudiante 48273,Contaduria,San Salvador,8.34
EST048274,Estudiante 48274,Ingeniería de Sistemas,Sonsonate,8.55
EST048275,Estudiante 48275,Ingeniería Industrial,San Miguel,6.88
EST048276,Estudiante 48276,Administracion,Sonsonate,9.21
EST048277,Estudiante 48277,Administracion,Sonsonate,7.6
EST048278,Estudiante 48278,Ingeniería de Sistemas,Santa Ana,6.07
EST048279,Estudiante 48279,Ingeniería de Sistemas,San Salvador,9.13
EST048280,Estudiante 48280,Ingeniería de Sistemas,Santa Ana,8.82
EST048281,Estudiante 48281,Arquitectura,San Miguel,5.61
EST048282,Estudiante 48282,Ingeniería Industrial,San Miguel,6.82
EST048283,Estudiante 48283,Contaduria,Sonsonate,6.64
EST048284,Estudiante 48284,Ingeniería de Sistemas,San Salvador,5.72
EST048285,Estudiante 48285,Administracion,San Salvador,7.61
EST048286,Estudiante 48286,Ingeniería de Sistemas,San Miguel,9.54
EST048287,Estudiante 48287,Ingeniería Industrial,Santa Ana,7.3
EST048288,Estudiante 48288,Administracion,San Miguel,5.59
EST048289,Estudiante 48289,Arquitectura,Sonsonate,5.05
EST048290,Estudiante 48290,Administracion,San Salvador,8.28
EST048291,Estudiante 48291,Administracion,Sonsonate,9.27
EST048292,Estudiante 48292,Administracion,Sonsonate,8.89
EST048293,Estudiante 48293,Arquitectura,Sonsonate,9.31
EST048294,Estudiante 48294,Arquitectura,San Salvador,8.3
EST048295,Estudiante 48295,Ingeniería de Sistemas,San Salvador,8.52
EST048296,Estudiante 48296,Ingeniería de Sistemas,Santa Ana,8.7
EST048297,Estudiante 48297,Arquitectura,San Salvador,6.19
EST048298,Estudiante 48298,Arquitectura,San Miguel,8.07
EST048299,Estudiante 48299,Ingeniería de Sistemas,La Libertad,7.39
EST048300,Estudiante 48300,Ingeniería Industrial,Sonsonate,7.45
EST048301,Estudiante 48301,Ingeniería Industrial,La Libertad,8.89
EST048302,Estudiante 48302,Ingeniería de Sistemas,San Miguel,8.42
EST048303,Estudiante 48303,Contaduria,La Libertad,8.23
EST048304,Estudiante 48304,Contaduria,La Libertad,8.99
EST048305,Estudiante 48305,Arquitectura,Santa Ana,8.78
EST048306,Estudiante 48306,Contaduria,San Miguel,9.92
EST048307,Estudiante 48307,Ingeniería de Sistemas,La Libertad,5.82
EST048308,Estudiante 48308,Arquitectura,Santa Ana,7.27
EST048309,Estudiante 48309,Contaduria,San Salvador,5.37
EST048310,Estudiante 48310,Ingeniería Industrial,Santa Ana,6.81
EST048311,Estudiante 48311,Arquitectura,Sonsonate,9.44
EST048312,Estudiante 48312,Ingeniería Industrial,Santa Ana,9.15
EST048313,Estudiante 48313,Ingeniería de Sistemas,San Miguel,8.34
EST048314,Estudiante 48314,Ingeniería de Sistemas,Santa Ana,5.16
EST048315,Estudiante 48315,Administracion,San Salvador,7.2
EST048316,Estudiante 48316,Arquitectura,Santa Ana,8.25
EST048317,Estudiante 48317,Contaduria,La Libertad,7.04
EST048318,Estudiante 48318,Administracion,San Salvador,8.08
EST048319,Estudiante 48319,Contaduria,Sonsonate,5.51
EST048320,Estudiante 48320,Ingeniería de Sistemas,San Miguel,7.82
EST048321,Estudiante 48321,Ingeniería Industrial,San Salvador,5.27
EST048322,Estudiante 48322,Administracion,San Salvador,9.57
EST048323,Estudiante 48323,Arquitectura,La Libertad,8.27
EST048324,Estudiante 48324,Contaduria,Sonsonate,9.63
EST048325,Estudiante 48325,Ingeniería de Sistemas,La Libertad,9.5
EST048326,Estudiante 48326,Administracion,Sonsonate,9.14
EST048327,Estudiante 48327,Arquitectura,San Salvador,6.7
EST048328,Estudiante 48328,Arquitectura,San Miguel,6.04
EST048329,Estudiante 48329,Ingeniería de Sistemas,Santa Ana,5.93
EST048330,Estudiante 48330,Ingeniería Industrial,Sonsonate,9.91
EST048331,Estudiante 48331,Contaduria,Santa Ana,6.68
EST048332,Estudiante 48332,Ingeniería de Sistemas,Santa Ana,9.85
EST048333,Estudiante 48333,Ingeniería Industrial,San Miguel,5.39
EST048334,Estudiante 48334,Contaduria,Sonsonate,6.89
EST048335,Estudiante 48335,Ingeniería de Sistemas,Sonsonate,8.9
EST048336,Estudiante 48336,Contaduria,La Libertad,7.63
EST048337,Estudiante 48337,Arquitectura,La Libertad,8.32
EST048338,Estudiante 48338,Ingeniería Industrial,La Libertad,5.67
EST048339,Estudiante 48339,Arquitectura,Sonsonate,9.67
EST048340,Estudiante 48340,Ingeniería de Sistemas,San Miguel,5.58
EST048341,Estudiante 48341,Administracion,San Salvador,5.77
EST048342,Estudiante 48342,Arquitectura,Sonsonate,8.0
EST048343,Estudiante 48343,Ingeniería Industrial,Sonsonate,9.32
EST048344,Estudiante 48344,Contaduria,San Salvador,6.45
EST048345,Estudiante 48345,Ingeniería Industrial,Santa Ana,9.98
EST048346,Estudiante 48346,Arquitectura,San Miguel,6.77
EST048347,Estudiante 48347,Ingeniería de Sistemas,Santa Ana,9.48
EST048348,Estudiante 48348,Ingeniería Industrial,Santa Ana,8.36
EST048349,Estudiante 48349,Administracion,La Libertad,7.08
EST048350,Estudiante 48350,Ingeniería Industrial,San Miguel,8.0
EST048351,Estudiante 48351,Arquitectura,Sonsonate,6.95
EST048352,Estudiante 48352,Administracion,San Salvador,9.56
EST048353,Estudiante 48353,Arquitectura,Sonsonate,5.38
EST048354,Estudiante 48354,Contaduria,Sonsonate,9.82
EST048355,Estudiante 48355,Arquitectura,San Salvador,8.26
EST048356,Estudiante 48356,Administracion,La Libertad,5.18
EST048357,Estudiante 48357,Ingeniería Industrial,San Salvador,6.89
EST048358,Estudiante 48358,Arquitectura,La Libertad,9.29
EST048359,Estudiante 48359,Administracion,La Libertad,7.08
EST048360,Estudiante 48360,Arquitectura,San Miguel,7.2
EST048361,Estudiante 48361,Arquitectura,Santa Ana,7.11
EST048362,Estudiante 48362,Ingeniería Industrial,San Miguel,7.13
EST048363,Estudiante 48363,Administracion,Sonsonate,9.51
EST048364,Estudiante 48364,Ingeniería de Sistemas,La Libertad,5.13
EST048365,Estudiante 48365,Arquitectura,La Libertad,9.37
EST048366,Estudiante 48366,Ingeniería de Sistemas,San Salvador,9.34
EST048367,Estudiante 48367,Arquitectura,La Libertad,5.81
EST048368,Estudiante 48368,Arquitectura,San Salvador,9.64
EST048369,Estudiante 48369,Arquitectura,San Salvador,6.94
EST048370,Estudiante 48370,Ingeniería Industrial,San Miguel,6.89
EST048371,Estudiante 48371,Ingeniería de Sistemas,San Salvador,6.02
EST048372,Estudiante 48372,Administracion,San Salvador,9.53
EST048373,Estudiante 48373,Ingeniería Industrial,Santa Ana,6.71
EST048374,Estudiante 48374,Ingeniería Industrial,Sonsonate,6.02
EST048375,Estudiante 48375,Arquitectura,San Salvador,6.98
EST048376,Estudiante 48376,Contaduria,Sonsonate,8.89
EST048377,Estudiante 48377,Contaduria,San Miguel,8.52
EST048378,Estudiante 48378,Ingeniería Industrial,San Miguel,9.81
EST048379,Estudiante 48379,Contaduria,San Miguel,7.2
EST048380,Estudiante 48380,Contaduria,Sonsonate,8.99
EST048381,Estudiante 48381,Administracion,La Libertad,9.93
EST048382,Estudiante 48382,Administracion,La Libertad,7.3
EST048383,Estudiante 48383,Ingeniería de Sistemas,Santa Ana,5.41
EST048384,Estudiante 48384,Ingeniería de Sistemas,San Salvador,8.27
EST048385,Estudiante 48385,Arquitectura,San Miguel,6.34
EST048386,Estudiante 48386,Administracion,Santa Ana,7.3
EST048387,Estudiante 48387,Ingeniería Industrial,Sonsonate,5.11
EST048388,Estudiante 48388,Arquitectura,San Salvador,8.32
EST048389,Estudiante 48389,Administracion,Sonsonate,9.91
EST048390,Estudiante 48390,Administracion,San Salvador,9.84
EST048391,Estudiante 48391,Contaduria,San Salvador,6.94
EST048392,Estudiante 48392,Ingeniería Industrial,San Salvador,6.74
EST048393,Estudiante 48393,Contaduria,San Miguel,5.61
EST048394,Estudiante 48394,Ingeniería de Sistemas,Santa Ana,8.18
EST048395,Estudiante 48395,Ingeniería de Sistemas,San Salvador,5.11
EST048396,Estudiante 48396,Ingeniería de Sistemas,Sonsonate,8.04
EST048397,Estudiante 48397,Administracion,San Salvador,6.39
EST048398,Estudiante 48398,Contaduria,Sonsonate,5.21
EST048399,Estudiante 48399,Administracion,La Libertad,5.59
EST048400,Estudiante 48400,Administracion,Santa Ana,6.57
EST048401,Estudiante 48401,Administracion,Sonsonate,9.25
EST048402,Estudiante 48402,Contaduria,San Miguel,8.35
EST048403,Estudiante 48403,Administracion,San Miguel,6.01
EST048404,Estudiante 48404,Ingeniería Industrial,La Libertad,6.05
EST048405,Estudiante 48405,Administracion,La Libertad,6.21
EST048406,Estudiante 48406,Contaduria,San Miguel,8.38
EST048407,Estudiante 48407,Administracion,Santa Ana,8.66
EST048408,Estudiante 48408,Ingeniería de Sistemas,Santa Ana,6.24
EST048409,Estudiante 48409,Ingeniería Industrial,San Salvador,9.39
EST048410,Estudiante 48410,Ingeniería de Sistemas,San Salvador,9.53
EST048411,Estudiante 48411,Administracion,Sonsonate,8.06
EST048412,Estudiante 48412,Ingeniería Industrial,Sonsonate,8.47
EST048413,Estudiante 48413,Contaduria,Sonsonate,7.75
EST048414,Estudiante 48414,Arquitectura,San Miguel,6.31
EST048415,Estudiante 48415,Contaduria,San Miguel,5.26
EST048416,Estudiante 48416,Arquitectura,Sonsonate,8.28
EST048417,Estudiante 48417,Administracion,San Salvador,8.37
EST048418,Estudiante 48418,Ingeniería de Sistemas,San Miguel,6.83
EST048419,Estudiante 48419,Arquitectura,La Libertad,5.09
EST048420,Estudiante 48420,Contaduria,Sonsonate,7.39
EST048421,Estudiante 48421,Administracion,La Libertad,5.2
EST048422,Estudiante 48422,Administracion,Santa Ana,6.15
EST048423,Estudiante 48423,Ingeniería de Sistemas,Santa Ana,8.44
EST048424,Estudiante 48424,Ingeniería de Sistemas,Sonsonate,7.39
EST048425,Estudiante 48425,Ingeniería de Sistemas,San Salvador,8.47
EST048426,Estudiante 48426,Ingeniería de Sistemas,San Salvador,9.52
EST048427,Estudiante 48427,Ingeniería de Sistemas,San Salvador,5.38
EST048428,Estudiante 48428,Arquitectura,Sonsonate,7.34
EST048429,Estudiante 48429,Ingeniería Industrial,San Salvador,9.66
EST048430,Estudiante 48430,Ingeniería Industrial,San Miguel,8.34
EST048431,Estudiante 48431,Contaduria,San Salvador,9.19
EST048432,Estudiante 48432,Contaduria,Santa Ana,8.31
EST048433,Estudiante 48433,Contaduria,Sonsonate,7.7
EST048434,Estudiante 48434,Ingeniería Industrial,San Miguel,8.07
EST048435,Estudiante 48435,Contaduria,San Salvador,7.08
EST048436,Estudiante 48436,Administracion,San Miguel,8.46
EST048437,Estudiante 48437,Administracion,San Miguel,8.5
EST048438,Estudiante 48438,Ingeniería Industrial,Sonsonate,6.82
EST048439,Estudiante 48439,Ingeniería Industrial,Santa Ana,6.31
EST048440,Estudiante 48440,Arquitectura,San Salvador,7.14
EST048441,Estudiante 48441,Contaduria,San Miguel,7.58
EST048442,Estudiante 48442,Arquitectura,Santa Ana,8.61
EST048443,Estudiante 48443,Ingeniería de Sistemas,San Salvador,6.4
EST048444,Estudiante 48444,Contaduria,La Libertad,8.61
EST048445,Estudiante 48445,Ingeniería de Sistemas,San Salvador,7.79
EST048446,Estudiante 48446,Administracion,Santa Ana,6.91
EST048447,Estudiante 48447,Ingeniería Industrial,Sonsonate,7.93
EST048448,Estudiante 48448,Ingeniería de Sistemas,San Miguel,7.63
EST048449,Estudiante 48449,Ingeniería de Sistemas,La Libertad,9.19
EST048450,Estudiante 48450,Ingeniería Industrial,San Miguel,6.02
EST048451,Estudiante 48451,Ingeniería Industrial,San Miguel,9.03
EST048452,Estudiante 48452,Contaduria,La Libertad,7.62
EST048453,Estudiante 48453,Contaduria,La Libertad,8.29
EST048454,Estudiante 48454,Ingeniería Industrial,Santa Ana,7.85
EST048455,Estudiante 48455,Arquitectura,San Salvador,9.79
EST048456,Estudiante 48456,Ingeniería de Sistemas,San Miguel,6.18
EST048457,Estudiante 48457,Administracion,La Libertad,9.18
EST048458,Estudiante 48458,Arquitectura,La Libertad,8.38
EST048459,Estudiante 48459,Ingeniería Industrial,La Libertad,9.39
EST048460,Estudiante 48460,Administracion,San Miguel,9.97
EST048461,Estudiante 48461,Arquitectura,San Salvador,6.27
EST048462,Estudiante 48462,Ingeniería Industrial,San Salvador,9.42
EST048463,Estudiante 48463,Administracion,Sonsonate,8.15
EST048464,Estudiante 48464,Administracion,San Salvador,7.17
EST048465,Estudiante 48465,Administracion,San Salvador,9.58
EST048466,Estudiante 48466,Ingeniería de Sistemas,Sonsonate,5.77
EST048467,Estudiante 48467,Administracion,San Salvador,8.14
EST048468,Estudiante 48468,Arquitectura,La Libertad,8.81
EST048469,Estudiante 48469,Contaduria,San Salvador,5.53
EST048470,Estudiante 48470,Contaduria,Santa Ana,8.58
EST048471,Estudiante 48471,Contaduria,Santa Ana,7.14
EST048472,Estudiante 48472,Arquitectura,San Salvador,8.65
EST048473,Estudiante 48473,Arquitectura,Sonsonate,8.56
EST048474,Estudiante 48474,Arquitectura,San Miguel,6.4
EST048475,Estudiante 48475,Arquitectura,San Miguel,7.51
EST048476,Estudiante 48476,Contaduria,Sonsonate,9.26
EST048477,Estudiante 48477,Contaduria,San Miguel,6.96
EST048478,Estudiante 48478,Ingeniería Industrial,San Salvador,7.36
EST048479,Estudiante 48479,Ingeniería Industrial,San Miguel,8.17
EST048480,Estudiante 48480,Administracion,Sonsonate,7.64
EST048481,Estudiante 48481,Ingeniería Industrial,La Libertad,8.08
EST048482,Estudiante 48482,Ingeniería de Sistemas,Santa Ana,9.06
EST048483,Estudiante 48483,Administracion,La Libertad,9.84
EST048484,Estudiante 48484,Administracion,Sonsonate,6.74
EST048485,Estudiante 48485,Administracion,San Salvador,7.89
EST048486,Estudiante 48486,Ingeniería Industrial,Santa Ana,6.37
EST048487,Estudiante 48487,Arquitectura,La Libertad,5.63
EST048488,Estudiante 48488,Ingeniería Industrial,San Miguel,5.91
EST048489,Estudiante 48489,Arquitectura,San Salvador,6.02
EST048490,Estudiante 48490,Ingeniería Industrial,Santa Ana,7.5
EST048491,Estudiante 48491,Ingeniería de Sistemas,San Miguel,5.69
EST048492,Estudiante 48492,Contaduria,San Miguel,5.74
EST048493,Estudiante 48493,Administracion,San Miguel,8.62
EST048494,Estudiante 48494,Ingeniería de Sistemas,San Miguel,8.02
EST048495,Estudiante 48495,Ingeniería Industrial,Sonsonate,6.79
EST048496,Estudiante 48496,Arquitectura,Santa Ana,8.29
EST048497,Estudiante 48497,Ingeniería Industrial,San Salvador,6.61
EST048498,Estudiante 48498,Arquitectura,Sonsonate,5.82
EST048499,Estudiante 48499,Ingeniería Industrial,San Miguel,6.43
EST048500,Estudiante 48500,Ingeniería Industrial,Sonsonate,7.37
EST048501,Estudiante 48501,Ingeniería de Sistemas,San Salvador,7.02
EST048502,Estudiante 48502,Ingeniería de Sistemas,La Libertad,5.55
EST048503,Estudiante 48503,Contaduria,San Salvador,6.8
EST048504,Estudiante 48504,Contaduria,San Miguel,7.56
EST048505,Estudiante 48505,Contaduria,La Libertad,8.96
EST048506,Estudiante 48506,Contaduria,San Salvador,9.18
EST048507,Estudiante 48507,Ingeniería Industrial,La Libertad,8.04
EST048508,Estudiante 48508,Contaduria,La Libertad,7.46
EST048509,Estudiante 48509,Ingeniería Industrial,Sonsonate,6.43
EST048510,Estudiante 48510,Ingeniería Industrial,Santa Ana,8.84
EST048511,Estudiante 48511,Ingeniería de Sistemas,San Salvador,9.21
EST048512,Estudiante 48512,Arquitectura,Santa Ana,8.06
EST048513,Estudiante 48513,Administracion,San Miguel,6.86
EST048514,Estudiante 48514,Ingeniería de Sistemas,Sonsonate,6.83
EST048515,Estudiante 48515,Administracion,La Libertad,6.93
EST048516,Estudiante 48516,Administracion,La Libertad,8.54
EST048517,Estudiante 48517,Ingeniería de Sistemas,La Libertad,8.3
EST048518,Estudiante 48518,Ingeniería de Sistemas,La Libertad,9.12
EST048519,Estudiante 48519,Ingeniería de Sistemas,San Salvador,5.77
EST048520,Estudiante 48520,Administracion,Sonsonate,5.36
EST048521,Estudiante 48521,Contaduria,Santa Ana,5.25
EST048522,Estudiante 48522,Ingeniería de Sistemas,San Miguel,9.89
EST048523,Estudiante 48523,Ingeniería de Sistemas,San Salvador,6.17
EST048524,Estudiante 48524,Administracion,San Miguel,6.31
EST048525,Estudiante 48525,Ingeniería Industrial,Sonsonate,9.5
EST048526,Estudiante 48526,Arquitectura,Sonsonate,5.37
EST048527,Estudiante 48527,Ingeniería de Sistemas,San Salvador,8.48
EST048528,Estudiante 48528,Arquitectura,La Libertad,9.05
EST048529,Estudiante 48529,Ingeniería Industrial,San Miguel,6.78
EST048530,Estudiante 48530,Arquitectura,La Libertad,6.79
EST048531,Estudiante 48531,Contaduria,Sonsonate,8.9
EST048532,Estudiante 48532,Administracion,San Miguel,9.0
EST048533,Estudiante 48533,Ingeniería de Sistemas,Santa Ana,6.75
EST048534,Estudiante 48534,Ingeniería Industrial,San Miguel,5.65
EST048535,Estudiante 48535,Contaduria,La Libertad,7.06
EST048536,Estudiante 48536,Arquitectura,Sonsonate,7.55
EST048537,Estudiante 48537,Ingeniería de Sistemas,La Libertad,5.41
EST048538,Estudiante 48538,Ingeniería de Sistemas,La Libertad,9.46
EST048539,Estudiante 48539,Contaduria,San Miguel,9.97
EST048540,Estudiante 48540,Arquitectura,La Libertad,9.63
EST048541,Estudiante 48541,Contaduria,Santa Ana,7.18
EST048542,Estudiante 48542,Administracion,Santa Ana,6.06
EST048543,Estudiante 48543,Arquitectura,San Miguel,9.2
EST048544,Estudiante 48544,Arquitectura,San Miguel,8.31
EST048545,Estudiante 48545,Contaduria,San Salvador,8.9
EST048546,Estudiante 48546,Ingeniería Industrial,La Libertad,7.86
EST048547,Estudiante 48547,Administracion,La Libertad,6.66
EST048548,Estudiante 48548,Administracion,Santa Ana,7.54
EST048549,Estudiante 48549,Administracion,San Miguel,7.22
EST048550,Estudiante 48550,Arquitectura,Santa Ana,9.18
EST048551,Estudiante 48551,Ingeniería de Sistemas,Sonsonate,6.8
EST048552,Estudiante 48552,Ingeniería de Sistemas,La Libertad,7.06
EST048553,Estudiante 48553,Ingeniería de Sistemas,La Libertad,8.1
EST048554,Estudiante 48554,Ingeniería Industrial,Sonsonate,7.89
EST048555,Estudiante 48555,Ingeniería Industrial,San Miguel,7.66
EST048556,Estudiante 48556,Contaduria,Sonsonate,6.18
EST048557,Estudiante 48557,Ingeniería Industrial,Sonsonate,5.78
EST048558,Estudiante 48558,Administracion,Santa Ana,8.7
EST048559,Estudiante 48559,Contaduria,San Salvador,7.86
EST048560,Estudiante 48560,Ingeniería Industrial,San Salvador,9.76
EST048561,Estudiante 48561,Ingeniería de Sistemas,La Libertad,5.81
